OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3139,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,,27616,(919) 792-2548,2017-08-30T00:00:00.000Z,Food Stand,13697,-78.57603863,35.86599856,M
3140,04092017336,GREENWAY BEER AND WINE,7530 RAMBLE WAY ,SUITE 103,RALEIGH,,27616,(919) 803-6920,2016-09-27T00:00:00.000Z,Restaurant,14630,-78.537511,35.87630713,M
3141,04092014443,Dominic`s NY Pizzeria,5911 Poyner Village Pkwy,,,,27616,(919) 878-7782,2005-12-02T00:00:00.000Z,Restaurant,14611,-78.57019406,35.86437434,M
3142,04092015939,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY ,,RALEIGH,,27616,(919) 790-1919,2011-04-20T00:00:00.000Z,Restaurant,13683,-78.56916648,35.86464286,M
3143,04092018019,Domino's #5561,5950-103 Poyner Village PKY ,,,,27616,(984) 242-4471,2019-01-03T00:00:00.000Z,Restaurant,18843,-78.57016713,35.86511257,M
3144,04092021451,Speedway #6982,7413 Louisburg RD ,,RALEIGH,,27616,(919) 872-4844,2007-05-16T00:00:00.000Z,Food Stand,10339,-78.54113682,35.87598559,M
3145,04092017692,SPRING CAFE,2900 SPRING FOREST RD ,SUITE 104,RALEIGH,,27616-1895,(919) 977-3679,2017-10-06T00:00:00.000Z,Restaurant,9429,-78.59114174,35.85495156,M
3146,04092010094,Buffaloe Lanes North Foodservice,5900 Oak Forest Dr,,RALEIGH,,27616-2903,(919) 876-5681,1991-05-02T00:00:00.000Z,Restaurant,3817,-78.58853366,35.86304841,M
3147,04092011173,BOJANGLES #15,5409 CAPITAL BLVD ,,RALEIGH,,27616-2929,(919) 872-5820,1992-11-03T00:00:00.000Z,Restaurant,18622,-78.58248301,35.85985873,M
3148,04092013092,RUBY TUESDAY,6201 Capital Blv ,,RALEIGH,,27616-2945,(919) 876-9900,2000-01-19T00:00:00.000Z,Restaurant,19043,-78.58206145,35.87004794,M
3149,04092013322,Scooters Grill And Bar,1911 Sego Ct,,RALEIGH,,27616-2967,(919) 954-2171,2001-05-08T00:00:00.000Z,Restaurant,1535,-78.60143592,35.8514389,M
3150,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,,27616-3048,(919) 872-6307,2016-10-17T00:00:00.000Z,Restaurant,14399,-78.57966996,35.87091963,M
3151,04092011708,Korner Pocket,8508 CAPITAL BLVD,,RALEIGH,,27616-3150,(919) 876-9879,1995-07-14T00:00:00.000Z,Restaurant,6419,-78.55805315,35.89527884,M
3152,04092020916,Papa John`s #619,5260 Capital Blv,,RALEIGH,,27616-3232,(919) 872-7575,2000-01-14T00:00:00.000Z,Food Stand,10449,-78.580183,35.85814638,M
3153,04092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,,27616-4335,(919) 790-9099,1991-05-07T00:00:00.000Z,Food Stand,3200,-78.57305684,35.84255138,M
3154,04092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD ,,RALEIGH,,27616-4483,(919) 871-0001,1997-08-18T00:00:00.000Z,Restaurant,4401,-78.58143515,35.8525397,M
3155,04092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,,27616-4483,(919) 954-8557,1993-03-09T00:00:00.000Z,Restaurant,3723,-78.58156068,35.85089434,M
3156,04092020973,Food Lion #1079 Deli,5621 Louisburg Rd,,RALEIGH,,27616-5353,(919) 981-0402,2000-07-01T00:00:00.000Z,Food Stand,1338,-78.55796888,35.85459972,M
3157,04092015808,PIZZA SHACK,5621 LOUISBURG RD ,STE. 105,RALEIGH,,27616-5353,(919) 872-5400,2010-11-19T00:00:00.000Z,Restaurant,18226,-78.55796888,35.85459972,M
3158,04092300151,Food Lion #1079 Meat Market,5621 Louisburg Rd,,RALEIGH,,27616-5353,(919) 981-0402,2000-07-01T00:00:00.000Z,Meat Market,2701,-78.55796888,35.85459972,M
3159,04092014636,Subway #12598,5621 Louisburg RD ,,RALEIGH,,27616-5353,(919) 790-8550,2006-06-30T00:00:00.000Z,Restaurant,18594,-78.55796888,35.85459972,M
3160,04092110120,Wildwood Forest Elem. Sch. Cafeteria,8401 Wildwood Forest Dr ,,RALEIGH,,27616-5700,(919) 713-0600,1999-08-13T00:00:00.000Z,Public School Lunchrooms,19291,-78.55112468,35.89352252,M
3161,04092110079,Fox Road Elementary Cafeteria,7101 Fox Rd,,RALEIGH,,27616-6353,(919) 850-8845 ext. 23935,1991-10-28T00:00:00.000Z,Public School Lunchrooms,11166,-78.55535345,35.87372438,M
3162,04092017307,WENDY'S #6333,7460 Louisburg Rd ,,RALEIGH,,27616-6455,(919) 713-0810,2016-09-02T00:00:00.000Z,Restaurant,8998,-78.53977,35.87454018,M
3163,04092020976,Food Lion #1654 Deli,7440 Louisburg Rd,,RALEIGH,,27616-6482,(919) 875-1394,2000-07-01T00:00:00.000Z,Food Stand,2820,-78.53977,35.87454018,M
3164,04092300156,Food Lion #1654 Meat Market,7440 Louisburg Rd ,,RALEIGH,,27616-6482,(919) 875-1394,2000-07-01T00:00:00.000Z,Meat Market,2702,-78.53977,35.87454018,M
3165,04092017673,WHICH WICH #182,8521 BRIER CREEK PKY ,STE 117,RALEIGH,,27617,(919) 544-6776,2017-08-31T00:00:00.000Z,Restaurant,9212,-78.78334742,35.90685073,M
3166,04092017191,TAMARIND,8531-109 BRIER CREEK PKY ,,,,27617,(919) 406-3473,2016-03-31T00:00:00.000Z,Restaurant,9596,-78.78606215,35.90557616,M
3167,04092021385,Fuel Stop at Brier Creek,10250 Little Brier Creek LN,,RALEIGH,,27617,(919) 361-5300,2006-05-08T00:00:00.000Z,Food Stand,11910,-78.78400318,35.91248379,M
3168,04092016745,McDonald's #27549,8011 Brier Creek Pky,,RALEIGH,,27617,(919) 806-1114,2014-08-29T00:00:00.000Z,Restaurant,19868,-78.78220302,35.91038895,M
3169,04092030341,THE HEIGHTS DOMINICAN KITCHEN (WCID # 609),808 MIRANDA DR ,,,,27617,(352) 216-8444,2017-06-29T00:00:00.000Z,Mobile Food Units,15197,0,0,U
3170,04092021313,Papa John`s Pizza #1734,8101 Brier Leaf LN Ste 105,,RALEIGH,,27617,(919) 523-4592,2005-03-14T00:00:00.000Z,Food Stand,13663,-78.78517004,35.91133497,M
3171,04092110508,PINE HOLLOW MIDDLE SCHOOL CAFETERIA,5365 BARTRAM PL ,,RALEIGH,,27617,,2016-05-24T00:00:00.000Z,Public School Lunchrooms,17757,-78.73483627,35.90793994,M
3172,04092025164,Corporate Caterers,6405 WESTGATE RD ,,RALEIGH,,27617,(919) 410-3057,2018-03-08T00:00:00.000Z,Food Stand,12033,-78.7609413,35.90121976,M
3173,04092017823,Triangle Springs Hospital Foodservice,10901 World Trade BLVD ,,RALEIGH,,27617,(919) 746-8900,2018-03-26T00:00:00.000Z,Restaurant,8853,-78.81422864,35.90306203,M
3174,04092014377,Earth Fare The Healthy Supermarket Restaurant,10341 Moncreiffe RD,,RALEIGH,,27617,(919) 433-1390,2005-08-24T00:00:00.000Z,Restaurant,16206,-78.79210079,35.89996272,M
3175,04092014650,Greek Fiesta at Brier Creek,8521 Brier CreekPKY,Ste 109,,,27617,(919) 544-3388,2006-07-28T00:00:00.000Z,Restaurant,13077,0,0,U
3176,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,,27617,(919) 405-1301,2006-03-22T00:00:00.000Z,Restaurant,13600,-78.78334742,35.90685073,M
3177,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,,27617,(919) 569-2888,2010-04-22T00:00:00.000Z,Restaurant,9735,-78.77695631,35.91424375,M
3178,04092021350,Earth Fare The Healthy Supermarket Specialty/Cheese,10341 Moncreiffe RD,,RALEIGH,,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,15099,-78.79210079,35.89996272,M
3179,04092018051,FUJI SAN,8411 Brier Creek  PKY ,Ste 105,RALEIGH,,27617,(919) 806-2888,2019-02-11T00:00:00.000Z,Restaurant,10835,-78.78334742,35.90685073,M
3180,04092014393,LongHorn Steakhouse #251,8121 Brier Creek PKY ,,RALEIGH,,27617,(919) 484-7669,2005-10-03T00:00:00.000Z,Restaurant,7060,-78.78398096,35.90950546,M
3181,04092016150,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,STE 101,RALEIGH,,27617,(919) 484-2230,2012-05-04T00:00:00.000Z,Restaurant,17129,-78.78334742,35.90685073,M
3182,04092014493,Chick-fil-A #1573,8901 Brier Creek PKY,,RALEIGH,,27617,(919) 293-0100,2006-01-31T00:00:00.000Z,Restaurant,11655,-78.79049975,35.901065,M
3183,04092021233,WalMart Supercenter #5118 Deli,10050 Glenwood Ave,,RALEIGH,,27617,(919) 596-5790,2003-10-27T00:00:00.000Z,Food Stand,4480,-78.77801463,35.91234038,M
3184,04092021351,Earth Fare The Healthy Supermarket Meat Dept.,10341 Moncreiffe RD ,,RALEIGH,,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,8035,-78.79210079,35.89996272,M
3185,04092017305,WENDY'S #6334,8000 Pooler AVE ,,RALEIGH,,27617,(919) 293-1814,2016-09-01T00:00:00.000Z,Restaurant,7326,-78.78305243,35.91248995,M
3186,04092021352,Earth Fare The Healthy Supermarket Produce,10341 Moncreiffe RD ,,RALEIGH,,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,16207,-78.79210079,35.89996272,M
3187,04092015239,SUNNY`S DINER,8710-104 GLENWOOD AVE ,,,,27617,(919) 787-7715,2008-09-25T00:00:00.000Z,Restaurant,17815,-78.74503936,35.88736454,M
3188,04092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,Ste 100,RALEIGH,,27617,(919) 293-0900,2012-03-28T00:00:00.000Z,Restaurant,11330,-78.77695631,35.91424375,M
3189,04092018080,Mellow Mushroom,9600 Brier Creek PKY ,,RALEIGH,,27617,,2019-03-21T00:00:00.000Z,Restaurant,13510,-78.80178075,35.90341066,M
3190,04092018041,Poke Bros,7870-110 Alexander Place Promenade ,,,,27617,(919) 797-2322,2019-01-25T00:00:00.000Z,Restaurant,18858,0,0,U
3191,04092014492,Brasa Brazilian Steakhouse,8551 Brier Creek PKY ,,RALEIGH,,27617,(919) 544-3344,2006-02-02T00:00:00.000Z,Restaurant,9819,-78.78334742,35.90685073,M
3192,04092017991,APPLEBEE'S GRILL & BAR,8701 Brier Creek Pky,,RALEIGH,,27617,(919) 544-9771,2018-12-12T00:00:00.000Z,Restaurant,17857,-78.78741928,35.90296393,M
3193,04092016491,SAN JOSE TACOS AND TEQUILA,7961 SKYLAND RIDGE PKY ,STE 125,RALEIGH,,27617,(919) 957-1400,2013-08-23T00:00:00.000Z,Restaurant,7290,-78.7822603,35.91399796,M
3194,04092015805,NOODLES AND COMPANY #857,8411 BRIER CREEK PKY ,,RALEIGH,,27617,(919) 806-1330,2010-11-02T00:00:00.000Z,Restaurant,20510,-78.78334742,35.90685073,M
3195,04092013904,Barnes & Noble Cafe #2171,8431 Brier Creek Pky,,RALEIGH,,27617,(919) 484-9903,2003-09-25T00:00:00.000Z,Restaurant,1823,-78.78334742,35.90685073,M
3196,04092016965,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN ,,RALEIGH,,27617,(919) 472-1000,2015-06-18T00:00:00.000Z,Restaurant,10377,-78.79032614,35.9166105,M
3197,04092015662,CARIBOU COFFEE #301,8201-101  BRIER CREEK  PKY ,,,,27617,(919) 405-2802,2010-06-15T00:00:00.000Z,Restaurant,19412,-78.78482051,35.90949791,M
3198,04092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,,,,27617,(919) 361-5370,2009-10-22T00:00:00.000Z,Restaurant,7254,-78.79299562,35.90013638,M
3199,04092018038,Jersey Mike's Subs #3181,4205 Corners PKY ,Suite 130,RALEIGH,,27617,(919) 999-1539,2019-01-24T00:00:00.000Z,Restaurant,12117,-78.78791806,35.91890975,M
3200,04092014019,Jason`s Deli,8421-101 Brier Creek Pky ,,,,27617,(919) 572-9996,2004-04-07T00:00:00.000Z,Restaurant,12335,-78.78578747,35.90670595,M
3201,04092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,,,,27617,(984) 244-7218,2016-06-02T00:00:00.000Z,Restaurant,5958,-78.78526235,35.90870808,M
3202,04092014455,Pei Wei Asian Diner #108,10251 Little Brier Creek LN,,RALEIGH,,27617,(919) 484-4113,2005-12-01T00:00:00.000Z,Restaurant,20501,-78.78517004,35.91133497,M
3203,04092017948,Holiday Inn Express & Suites Foodservice,10450 Little Briar Creek LN ,,RALEIGH,,27617,(919) 748-4801,2018-08-22T00:00:00.000Z,Restaurant,5632,-78.78894753,35.91427105,M
3204,04092017146,TSA CAFE,6501 MOUNT HERMAN RD ,,RALEIGH,,27617,(984) 872-2233,2016-01-29T00:00:00.000Z,Restaurant,18264,-78.76699446,35.90868392,M
3205,04092015187,Great China,7851 ALEXANDER PROMENADE ,PL #100,,,27617,(919) 975-2211,2008-07-29T00:00:00.000Z,Restaurant,1756,-78.78023964,35.91267591,M
3206,04092015316,TASU,8919 BRIER CREEK PKY ,,RALEIGH,,27617,(919) 544-8474,2009-01-05T00:00:00.000Z,Restaurant,14711,-78.79210079,35.89996272,M
3207,04092017233,ALOFT RDU REFUEL,10020 SELLONA ST ,,RALEIGH,,27617,(919) 957-8523,2016-05-26T00:00:00.000Z,Restaurant,21327,-78.80779304,35.8955942,M
3208,04092015029,Firehouse Subs Ladder #178,10251 Little Brier Creek  LN ,,RALEIGH,,27617,(919) 806-3900,2007-12-17T00:00:00.000Z,Restaurant,10293,-78.78517004,35.91133497,M
3209,04092014384,Azitra Indian Restaurant,8411 Brier Creek PKY ,,RALEIGH,,27617,(919) 484-3939,2005-09-12T00:00:00.000Z,Restaurant,16649,-78.78334742,35.90685073,M
3210,04092014716,Bruegger`s Bagel Bakery #93-0683,8231 Brier Creek PKY,,RALEIGH,,27617,(919) 484-8262,2006-11-02T00:00:00.000Z,Restaurant,6632,-78.78334742,35.90685073,M
3211,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,,27617,(919) 957-8404,2017-03-13T00:00:00.000Z,Restaurant,7816,-78.77801463,35.91234038,M
3212,04092014199,Starbucks,7854 Alexander Promenade PL ,,RALEIGH,,27617,(919) 957-9587,2004-12-02T00:00:00.000Z,Restaurant,17407,-78.77695631,35.91424375,M
3213,04092015094,Trali Irish Pub,10370 Moncreiffe ,Ste 109,,,27617,(919) 544-4141,2008-03-13T00:00:00.000Z,Restaurant,5887,-78.79238416,35.89997124,M
3214,04092110159,Brier Creek Elem. Sch. Lunchroom,9801 Brier Creek PKY,,RALEIGH,,27617,(919) 484-4725,2006-07-05T00:00:00.000Z,Public School Lunchrooms,10691,-78.80520891,35.9013389,M
3215,04092015670,JIMMY JOHNS # 1027,8005-120 BRIER CREEK PKY ,,,,27617,(919) 806-5616,2010-06-24T00:00:00.000Z,Restaurant,6126,-78.78203745,35.91227904,M
3216,04092017668,WILD WING CAFE #119,7900 Brier Creek PKY,,RALEIGH,,27617,(919) 957-2000,2017-08-22T00:00:00.000Z,Restaurant,15550,-78.78114796,35.9142133,M
3217,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,,27617,(919) 237-3919,2014-12-05T00:00:00.000Z,Restaurant,16550,-78.77695631,35.91424375,M
3218,04092017208,BRIER CREEK BEER GARDEN,8521-101 BRIER CREEK BLVD ,,,,27617,(984) 439-2330,2016-04-20T00:00:00.000Z,Restaurant,14115,-78.78601339,35.90572819,M
3219,04092022023,Hugo's Kitchen,9910 Sellona ST ,,RALEIGH,,27617,(919) 361-8399,2017-07-13T00:00:00.000Z,Food Stand,15598,-78.80849469,35.90144084,M
3220,04092017797,Your Pie,4233 Corners PKY ,,RALEIGH,,27617,(919) 957-0077,2018-02-06T00:00:00.000Z,Restaurant,13761,-78.78791806,35.91890975,M
3221,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,,27617,(919) 394-9040,2017-10-13T00:00:00.000Z,Restaurant,10302,-78.78791806,35.91890975,M
3222,04092018164,DUNKIN' #347369,8710-100 GLENWOOD AVE ,,,,27617,(919) 704-0050,2019-08-28T00:00:00.000Z,Restaurant,15338,-78.74503936,35.88736454,M
3223,04092015850,FLAME KABOB,7961 SKYLAND RIDGE PKY ,STE 110,RALEIGH,,27617,(919) 596-2525,2011-01-09T00:00:00.000Z,Restaurant,12752,-78.7822603,35.91399796,M
3224,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,,27617,(919) 246-0107,2010-08-04T00:00:00.000Z,Restaurant,12284,-78.80455249,35.89550125,M
3225,04092014090,Moe`s Southwest Grill,7850-115 Alexander Promonade Pl ,,,,27617,(919) 957-9075,2004-07-14T00:00:00.000Z,Restaurant,1025,-78.7803264,35.91259169,M
3226,04092017811,Starbucks Target #1794,8651 Brier Creek PKY ,,RALEIGH,,27617,(919) 765-0005,2018-03-19T00:00:00.000Z,Restaurant,9524,-78.78588758,35.90295188,M
3227,04092014103,Red Robin #306,7860 Alexander Promenade Pl ,,RALEIGH,,27617,(919) 957-2880,2004-07-23T00:00:00.000Z,Restaurant,19022,-78.77695631,35.91424375,M
3228,04092021767,DOMINO'S PIZZA #4495,10411 MONCREIFFE RD ,STE 101,RALEIGH,,27617,(919) 957-2929,2013-11-21T00:00:00.000Z,Food Stand,19730,-78.79210079,35.89996272,M
3229,04092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,Suite 100,RALEIGH,,27617,(919) 381-4814,2018-12-28T00:00:00.000Z,Restaurant,11588,-78.78791806,35.91890975,M
3230,04092014971,Hampton Inn & Suites Brier Creek Foodservice,8021 Arco Corporate  DR ,,RALEIGH,,27617,(919) 484-0500,2007-10-04T00:00:00.000Z,Restaurant,20928,-78.77725928,35.9073627,M
3231,04092013867,Chili`s Grill And Bar #953,8341 Brier Creek Pky,,RALEIGH,,27617,(919) 405-7100,2003-07-25T00:00:00.000Z,Restaurant,7464,-78.78491152,35.90773733,M
3232,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,,,27617,(919) 608-0919,2004-10-12T00:00:00.000Z,Restaurant,869,-78.7803264,35.91259169,M
3233,04092030332,CHICK-N-QUE III (WCID #600),8041 ARCO CORPORATE DR ,,RALEIGH,,27617,(919) 369-7788,2017-04-27T00:00:00.000Z,Mobile Food Units,15743,-78.7774132,35.90600713,M
3234,04092017188,CHAMPA THAI & SUSHI,8521 BRIER CREEK  PKY ,STE 119,RALEIGH,,27617,(919) 806-0078,2016-03-31T00:00:00.000Z,Restaurant,20890,-78.78334742,35.90685073,M
3235,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,,,27617,(919) 400-4100,2016-05-05T00:00:00.000Z,Restaurant,19767,-78.78033581,35.91281167,M
3236,04092014938,Brixx Briercreek,8511 Briercreek PKY ,Ste 101,RALEIGH,,27617,(919) 246-0640,2007-08-30T00:00:00.000Z,Restaurant,20883,-78.78334742,35.90685073,M
3237,04092014389,Frankie`s Restaurant,11190 Fun Park DR ,,RALEIGH,,27617,(919) 433-7888,2005-09-16T00:00:00.000Z,Restaurant,7473,-78.79335269,35.9187995,M
3238,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,,27617,(919) 572-2200,2010-06-02T00:00:00.000Z,Restaurant,19351,-78.77640002,35.90726871,M
3239,04092017731,CRABTREE ALE HOUSE,4325 GLENWOOD AVE ,STE 1040,RALEIGH,,27617,(919) 803-3026,2017-11-17T00:00:00.000Z,Restaurant,13035,-78.68184484,35.84183815,T
3240,04092017079,ALADDINS EATERY,8201 BRIER CREEK  PKY ,STE 107,RALEIGH,,27617,(919) 806-5700,2015-11-13T00:00:00.000Z,Restaurant,16486,-78.78334742,35.90685073,M
3241,04092016668,"SAMI'S SUBS, PIZZA & MORE",6405 WESTGATE RD ,STE 103,RALEIGH,,27617-4757,(919) 571-8555,2014-04-17T00:00:00.000Z,Restaurant,8352,-78.7609413,35.90121976,M
3242,04092013568,Bob Evan`s #427,8001 BRIER CREEK Pky,,RALEIGH,,27617-7596,(919) 806-3396,2002-04-17T00:00:00.000Z,Restaurant,393,-78.78163087,35.91093015,M
3243,04092017767,Hyatt House Brier Creek H Bar,10030 Sellona ST ,,RALEIGH,,27618,(919) 405-7001,2017-12-21T00:00:00.000Z,Restaurant,12449,-78.80632327,35.89547509,M
3244,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,,27619,(919) 716-8497,2007-10-25T00:00:00.000Z,Restaurant,19779,-78.64107203,35.83913698,M
3245,04092030419,Scaleboyx Fish & Chips & More (WCID #709),2201 S Wilmington ST ,,RALEIGH,,27620,(919) 724-8285,2019-05-10T00:00:00.000Z,Mobile Food Units,18818,-78.63902655,35.752054,M
3246,04092021395,Anton Airfood Commissary Kitchen,1025 Airside DR ,Suite 2101,,,27623,(919) 840-0506,2006-07-10T00:00:00.000Z,Food Stand,14287,0,0,U
3247,04092017735,Starbucks T2D,2400 John Brantley BLVD ,Terminal 2,,,27623,(919) 840-4409,2017-11-15T00:00:00.000Z,Restaurant,10486,0,0,U
3248,04092015867,JASON'S DELI #890,2400 JOHN BRANTLEY  BLVD ,RDU TERMINAL 2,,,27623,(919) 840-4378,2011-01-20T00:00:00.000Z,Restaurant,11546,0,0,U
3249,04092015868,CAROLINA VINTAGES,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,,,27623,(919) 840-0506,2011-01-20T00:00:00.000Z,Restaurant,11461,0,0,U
3250,04092021642,FLAVOURS,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,,,27623,(919) 840-4382,2011-01-20T00:00:00.000Z,Food Stand,17614,0,0,U
3251,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,,,27624,(919) 782-8240,2012-11-19T00:00:00.000Z,Food Stand,10696,-78.67658819,35.8395892,M
3252,04092010018,Angus Barn,9401 Glenwood AVE ,,RALEIGH,,27628,(919) 781-2444,1991-05-03T00:00:00.000Z,Restaurant,2678,-78.76417685,35.89836822,M
3253,04092017816,Whisky River,2400 John Brantley BLVD ,,,,27675,,2018-03-20T00:00:00.000Z,Restaurant,21012,0,0,U
3254,04092017803,Popeye's RDU JV,2400 John Brantley BLVD ,,,,27675,,2018-02-27T00:00:00.000Z,Restaurant,7590,0,0,U
3255,04092021979,NW MEZZANINE CONCESSIONS REYNOLDS,241 DUNN AVE ,,,,27695,,2016-09-08T00:00:00.000Z,Food Stand,14391,0,0,U
3256,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,,27695,(919) 513-1602,2013-10-10T00:00:00.000Z,Food Stand,19717,-78.67872874,35.78448278,M
3257,04092016843,FOUNTAIN DINING HALL,2520 SULLIVAN  DR ,,RALEIGH,,27695,(919) 515-3963,2014-12-18T00:00:00.000Z,Restaurant,21197,-78.67872874,35.78448278,M
3258,04092016479,THE OVAL,1910 ENTREPRENUUR ,,,,27695,(919) 513-7602,2013-08-02T00:00:00.000Z,Restaurant,14784,0,0,U
3259,04092021762,JASON'S DELI TALLEY STUDENT UNION,2610 CATES AVE ,,RALEIGH,,27695,(919) 513-1602,2013-10-10T00:00:00.000Z,Food Stand,9624,-78.67872874,35.78448278,M
3260,04092021786,PORT CITY JAVA TALLEY,2610 CATES AVE ,,RALEIGH,,27695,(919) 524-4455,2014-03-11T00:00:00.000Z,Food Stand,17394,-78.67872874,35.78448278,M
3261,04092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,,27695,(919) 515-5132,2011-08-16T00:00:00.000Z,Restaurant,8259,-78.67968011,35.76286993,M
3262,04092021682,VAUGHN TOWERS,4700 TRINITY DR ,,,,27695,(919) 513-8035,2011-07-19T00:00:00.000Z,Food Stand,8253,0,0,U
3263,04092016440,CASE DINING HALL,240 JETER DR ,,RALEIGH,,27695,(919) 515-2100,2013-06-06T00:00:00.000Z,Restaurant,16354,-78.67872874,35.78448278,M
3264,04092016906,SMOOTHIE U,2600 FOUNDER DRIVE,,,,27695,,2015-04-13T00:00:00.000Z,Restaurant,10982,0,0,U
3265,04092021758,TALLEY STUDENT UNION MAIN KITCHEN,2610 CATES AVE ,,RALEIGH,,27695,(919) 515-3022,2013-10-04T00:00:00.000Z,Food Stand,16587,-78.67872874,35.78448278,M
3266,04092015784,ATRIUM,2600 FOUNDERS DR ,,,,27695,(919) 515-7910,2011-08-05T00:00:00.000Z,Restaurant,8706,-78.66895314,35.78776016,M
3267,04092021680,WOLF VILLAGE C-STORE,222 WOLF VILLAGE  WAY ,,,,27695,(919) 513-0580,2011-08-12T00:00:00.000Z,Food Stand,6906,0,0,U
3268,04092016059,PORT CITY JAVA PARK SHOPS,101 CURRENT DR ,,RALEIGH,,27695,(919) 515-0238,2011-12-08T00:00:00.000Z,Restaurant,9916,-78.67872874,35.78448278,M
3269,04092015990,PORT CITY JAVA TEXTILES,1000  MAIN CAMPUS  DR ,,RALEIGH,,27695,(919) 513-0823,2011-09-08T00:00:00.000Z,Restaurant,8704,-78.67968011,35.76286993,M
3270,04092021756,CARTER FINLEY CHICK-FIL-A,4600 TRINITY RD ,,RALEIGH,,27695,(919) 602-0084,2013-08-26T00:00:00.000Z,Food Stand,4285,-78.71758209,35.80167428,M
3271,04092021978,NE MEZZANINE CONCESSIONS REYNOLDS,2411 DUNN AVE ,,RALEIGH,,27695,,2016-09-08T00:00:00.000Z,Food Stand,7974,-78.67872874,35.78448278,M
3272,04092016490,McKimmon Corner Cafe,1101 GORMAN ST ,,RALEIGH,,27695,(919) 513-4546,2013-08-23T00:00:00.000Z,Restaurant,5608,-78.67872874,35.78448278,M
3273,04092300265,NCSU PROCESSED MEAT LAB,129 SCHAUB HALL ,,,,27695,(919) 515-2958,2014-02-20T00:00:00.000Z,Meat Market,11565,0,0,U
3274,04092021782,DOAK FIELD CONCESSIONS STAND 1ST BASE,1081 VARSITY  DR ,,RALEIGH,,27695,(919) 513-7143,2014-03-20T00:00:00.000Z,Food Stand,16361,-78.67872874,35.78448278,M
3275,04092016184,MURPHY DINING HALL,2200 TRINITY RD ,,,,27695,(919) 513-7423,2012-05-15T00:00:00.000Z,Restaurant,11408,0,0,U
3276,04092021785,ONE EARTH,2610 CATES AVE ,,RALEIGH,,27695,(919) 515-9245,2014-03-11T00:00:00.000Z,Food Stand,20853,-78.67872874,35.78448278,M
3277,04092021687,PORT CITY JAVA EB2,890  OVAL DR ,,RALEIGH,,27695,(919) 513-2420,2011-09-13T00:00:00.000Z,Food Stand,6443,-78.67336429,35.77126962,M
3278,04092021683,BRAGAW C-STORE,210 DAN ALLEN DR ,,RALEIGH,,27695,(919) 515-3095,2011-07-26T00:00:00.000Z,Food Stand,20832,-78.67872874,35.78448278,M
3279,04092016152,CLARK DINING HALL,221 JENSEN  DR ,,RALEIGH,,27695,(919) 513-4680,2012-02-09T00:00:00.000Z,Restaurant,16471,-78.67872874,35.78448278,M
3280,04092017022,1887 BISTRO,2610 CATES AVE ,,RALEIGH,,27695,(919) 513-6046,2015-09-04T00:00:00.000Z,Restaurant,21376,-78.67872874,35.78448278,M
